,Processor,Screen Size(inch),RAM(GB),Graphics Card,brand,SSD(GB),HDD(GB),link,OS,Normal,price EG,store
1973, intel core i510300h,15.6,16.0,geforce gtx 1650 ti 4gb,dell,256.0,1000.0,https://www.amazon.eg/-/en/Dell-G5-15-5500-Gaming-laptop/dp/B09F9T9HSF/ref=sr_1_1?adgrpid=129071054769&gclid=CjwKCAjwur-SBhB6EiwA5sKtjtmIHppiTIFhMeyP8TP8BIQ7QqZLC_TNMoUfhZYGfMRnVuIWZX7gCxoCMoQQAvD_BwE&hvadid=543114508004&hvdev=c&hvlocphy=1005399&hvnetw=g&hvqmt=b&hvrand=13398239214912815498&hvtargid=kwd-10034601&hydadcr=1295_2546832&keywords=laptop&qid=1649705151&sr=8-1,2,0,18355.0,amazone
1974, intel core i51135g7,15.6,8.0,intel iris xe graphics,lenovo,256.0,0.0,https://www.amazon.eg/-/en/Lenovo-Yoga-2n1-Convertible-Laptop/dp/B08QN52SG9/ref=sr_1_1?adgrpid=129071054769&gclid=CjwKCAjwur-SBhB6EiwA5sKtjtmIHppiTIFhMeyP8TP8BIQ7QqZLC_TNMoUfhZYGfMRnVuIWZX7gCxoCMoQQAvD_BwE&hvadid=543114508004&hvdev=c&hvlocphy=1005399&hvnetw=g&hvqmt=b&hvrand=13398239214912815498&hvtargid=kwd-10034601&hydadcr=1295_2546832&keywords=laptop&qid=1649705151&sr=8-1,2,1,16999.0,amazone
1975,ryzen 5 3500u,15.6,8.0,radeon vega 8 graphics,hp,256.0,0.0,https://www.amazon.eg/-/en/HP-255-G7-Laptop-15-6-Inch/dp/B09GBHSRYQ/ref=sr_1_1?adgrpid=129071054769&gclid=CjwKCAjwur-SBhB6EiwA5sKtjtmIHppiTIFhMeyP8TP8BIQ7QqZLC_TNMoUfhZYGfMRnVuIWZX7gCxoCMoQQAvD_BwE&hvadid=543114508004&hvdev=c&hvlocphy=1005399&hvnetw=g&hvqmt=b&hvrand=13398239214912815498&hvtargid=kwd-10034601&hydadcr=1295_2546832&keywords=laptop&qid=1649705151&sr=8-1,1,1,10972.0,amazone
1976, intel core i711370h,15.6,16.0,gtx 1650 4gb gddr6 grap,lenovo,256.0,1000.0,https://www.amazon.eg/-/en/Lenovo-IdeaPad-Gaming-Laptop-i7-11370H/dp/B09RLZV254/ref=sr_1_1?adgrpid=129071054769&gclid=CjwKCAjwur-SBhB6EiwA5sKtjtmIHppiTIFhMeyP8TP8BIQ7QqZLC_TNMoUfhZYGfMRnVuIWZX7gCxoCMoQQAvD_BwE&hvadid=543114508004&hvdev=c&hvlocphy=1005399&hvnetw=g&hvqmt=b&hvrand=13398239214912815498&hvtargid=kwd-10034601&hydadcr=1295_2546832&keywords=laptop&qid=1649705151&sr=8-1,1,0,21499.0,amazone
1977, intel core i710750h,15.6,16.0,geforce gtx 1660ti 6 gb,hp,256.0,1000.0,https://www.amazon.eg/-/en/HP-Pavilion-15-dk1042nia-Gaming-laptop/dp/B093ZHT7T5/ref=sr_1_1?adgrpid=129071054769&gclid=CjwKCAjwur-SBhB6EiwA5sKtjtmIHppiTIFhMeyP8TP8BIQ7QqZLC_TNMoUfhZYGfMRnVuIWZX7gCxoCMoQQAvD_BwE&hvadid=543114508004&hvdev=c&hvlocphy=1005399&hvnetw=g&hvqmt=b&hvrand=13398239214912815498&hvtargid=kwd-10034601&hydadcr=1295_2546832&keywords=laptop&qid=1649705151&sr=8-1,1,0,22999.0,amazone
1978,ryzen 7 3700u,15.6,8.0,radeon rx vega 10 graph,lenovo,0.0,1000.0,https://www.amazon.eg/-/en/Lenovo-IdeaPad-L340-Laptop-Integrated/dp/B097BX4G1R/ref=sr_1_1?adgrpid=129071054769&gclid=CjwKCAjwur-SBhB6EiwA5sKtjtmIHppiTIFhMeyP8TP8BIQ7QqZLC_TNMoUfhZYGfMRnVuIWZX7gCxoCMoQQAvD_BwE&hvadid=543114508004&hvdev=c&hvlocphy=1005399&hvnetw=g&hvqmt=b&hvrand=13398239214912815498&hvtargid=kwd-10034601&hydadcr=1295_2546832&keywords=laptop&qid=1649705151&sr=8-1,1,1,11299.0,amazone
1979,amd r74800h,15.6,16.0,rtx 3050,asus,512.0,0.0,https://www.amazon.eg/-/en/ASUS-TUF-Gaming-FA506IC-HN018T-Laptop/dp/B09Q2BWBJC/ref=sr_1_1?adgrpid=129071054769&gclid=CjwKCAjwur-SBhB6EiwA5sKtjtmIHppiTIFhMeyP8TP8BIQ7QqZLC_TNMoUfhZYGfMRnVuIWZX7gCxoCMoQQAvD_BwE&hvadid=543114508004&hvdev=c&hvlocphy=1005399&hvnetw=g&hvqmt=b&hvrand=13398239214912815498&hvtargid=kwd-10034601&hydadcr=1295_2546832&keywords=laptop&qid=1649705151&sr=8-1,2,0,21200.0,amazone
1980,10 i71165g,15.6,16.0,mx330 2gb,dell,256.0,1000.0,https://www.egprices.com/en/price/dell-vostro-3510-i7-1165g7-16gb-1tb-256gb-ssd-nvidia-mx330-2gb-15-6-inch-dos-notebook,1,1,17299.0,egprices
1981,00 i51135g,15.6,8.0,mx330 2gb,dell,256.0,1000.0,https://www.egprices.com/en/price/dell-vostro-3500-i5-1135g7-8gb-1tb-256gb-ssd-nvidia-mx330-2gb-15-6-inch-w10-notebook,1,1,13999.0,egprices
1982,hx093t ryzen 75800h,17.3,16.0,ryzen 7,asus,512.0,0.0,https://www.egprices.com/en/price/asus-rog-strix-g17-g713qe-hx093t-notebook,1,1,22222.0,egprices
1983,hx090t ryzen 75800h,17.3,16.0,ryzen 7,asus,512.0,0.0,https://www.egprices.com/en/price/asus-rog-strix-g17-g713qe-hx090t-notebook,1,1,22222.0,egprices
1984,eg0062ne i51135g,15.6,8.0,mx350 2gb,hp,512.0,0.0,https://www.egprices.com/en/price/hp-pavilion-15-eg0062ne-notebook,1,1,16499.0,egprices
1985,10 i31005g,15.6,4.0,intel uhd graphics,dell,0.0,1000.0,https://www.egprices.com/en/price/dell-vostro-3510-i3-1005g1-4gb-1tb-intel-uhd-graphics-15-6-inch-dos-notebook,1,1,10399.0,egprices
1986,15iml05 i310110u,15.6,4.0,intel hd graphics,lenovo,0.0,1000.0,https://www.egprices.com/en/price/lenovo-ideapad-3-15iml05-i3-10110u-4gb-1tb-intel-hd-graphics-15-6-inch-dos-notebook,1,1,7299.0,egprices
1987,bb0011ne i51135g,13.3,8.0,intel iris xe graphics,hp,512.0,0.0,https://www.egprices.com/en/price/hp-pavilion-13-bb0011ne-i5-1135g7-8gb-512gb-ssd-intel-iris-xe-graphics-13-3-inch-inch-w10-notebook,1,1,17499.0,egprices
1988,15ith6 i711800h,15.6,16.0,rtx 3050ti 4gb,lenovo,1000.0,0.0,https://www.egprices.com/en/price/lenovo-legion-5-15ith6-i7-11800h-16gb-1tb-ssd-nvidia-rtx-3050ti-4gb-15-6-inch-dos-notebook,1,1,27999.0,egprices
1989,i710510u,15.6,8.0,mx350 2gb,lenovo,0.0,1000.0,https://www.egprices.com/en/price/lenovo-thinkbook-15-i7-10510u-8gb-1tb-nvidia-mx350-2gb-15-6-inch-dos-notebook,1,1,15599.0,egprices
1990,40 gaming i7,15.6,16.0,gtx 1650 4gb,lenovo,512.0,0.0,https://www.egprices.com/en/price/lenovo-ideapad-l340-gaming-i7-9750h-16gb-512gb-ssd-nvidia-gtx-1650-4gb-15-6-inch-dos-notebook,1,0,19899.0,egprices
1991,00 i51135g,15.6,8.0,mx330 2gb,dell,256.0,0.0,https://www.egprices.com/en/price/dell-vostro-3500-i5-1135g7-8gb-256gb-ssd-nvidia-mx330-2gb-15-6-inch-dos-notebook,1,1,13499.0,egprices
1992, g7 ryzen 7 4700u,15.6,8.0,ryzen 7 4700u,hp,256.0,0.0,https://www.egprices.com/en/price/hp-probook-455-g7-ryzen-7-4700u-8gb-256gb-ssd-radeon-graphics-15-6-inch-dos-notebook,1,1,13499.0,egprices
1993, 14dq2055wm i31115g4,14.0,4.0,intel uhd graphics,hp,256.0,0.0,https://www.egprices.com/en/price/hp-14-dq2055wm-i3-1115g4-4gb-256gb-ssd-intel-uhd-graphics-14-inch-w10-notebook,1,1,10599.0,egprices
1994, 15dy2089ms i71165g7,15.6,12.0,intel iris xe graphics,hp,256.0,0.0,https://www.egprices.com/en/price/hp-15-dy2089ms-i7-1165g7-12gb-256gb-ssd-intel-iris-xe-graphics-15-6-inch-w11-notebook,1,1,17399.0,egprices
1995, a11ud001 i711800h,15.6,8.0,rtx 3050ti 4gb,msi,512.0,0.0,https://www.egprices.com/en/price/msi-sword-15-a11ud-001-i7-11800h-8gb-512gb-ssd-nvidia-rtx-3050ti-4gb-15-6-inch-w10-notebook,1,1,24444.0,egprices
1996,plus i51135g,12.3,8.0,intel iris xe graphics,microsoft,128.0,0.0,https://www.egprices.com/en/price/microsoft-surface-pro-7-plus-i5-1135g7-8gb-128gb-ssd-intel-iris-xe-graphics-12-3-inch-w10-notebook,1,1,21999.0,egprices
1997,00 i71165g,15.6,8.0,mx330 2gb,dell,512.0,1000.0,https://www.egprices.com/en/price/dell-vostro-3500-i7-1165g7-8gb-1tb-512gb-ssd-nvidia-mx330-2gb-15-6-inch-w10-notebook,1,1,16199.0,egprices
1998, 15dy2058ms i51135g7,15.6,12.0,intel iris xe graphics,hp,256.0,0.0,https://www.egprices.com/en/price/hp-15-dy2058ms-i5-1135g7-12gb-256gb-ssd-intel-iris-xe-graphics-15-6-inch-w10-notebook,1,1,15444.0,egprices
1999,15itl05 i31115g,15.6,8.0,intel uhd graphics ,lenovo,256.0,0.0,https://www.egprices.com/en/price/lenovo-ideapad-5-15itl05-i3-1115g4-8gb-256gb-ssd-intel-uhd-graphics-15-6-inch-dos-notebook,1,1,9899.0,egprices
2000, rog zephyrus ga401qmk2012ts,14.0,16.0,ryzen 9 5900hs,asus,0.0,1000.0,https://www.egprices.com/en/price/asus-rog-zephyrus-ga401qm-k2012ts-ryzen-9-5900hs-16gb-1tb-nvidia-rtx-3060-6gb-14-inch-w10-notebook,1,1,34300.0,egprices
2001,3 gv301qck6123t,13.4,32.0,ryzen 9,asus,1000.0,0.0,https://www.egprices.com/en/price/asus-rog-flow-x13-gv301qc-k6123t-ryzen-9-5900hs-32gb-1tb-ssd-nvidia-rtx-3050-4gb-13-4-inch-w10-notebook,1,1,31500.0,egprices
2002,gaming i711370h,15.6,16.0,rtx 3060 6gb,asus,512.0,0.0,https://www.egprices.com/en/price/asus-tuf-dash-f15-fx516pm-hn072w-gaming-i7-11370h-16gb-512gb-ssd-nvidia-rtx-3060-6gb-15-6-inch-w11-notebook,1,0,24900.0,egprices
2003,hn008t ryzen7 4800h,15.6,16.0,gtx 1650 4gb,asus,512.0,0.0,https://www.egprices.com/en/price/asus-rog-strix-g15-g513ih-hn008t-ryzen7-4800h-16gb-512gb-ssd-nvidia-gtx-1650-4gb-15-6-inch-w10-notebook,1,1,16900.0,egprices
2004, 15sdu2100tu i31005g1,15.6,4.0,intel hd graphics,hp,0.0,1000.0,https://www.egprices.com/en/price/hp-15s-du2100tu-i3-1005g1-4gb-1tb-intel-hd-graphics-15-6-inch-w10-notebook,1,1,9199.0,egprices
2005,15ef2126w,15.6,8.0,ryzen 5 5500u,hp,256.0,0.0,https://www.egprices.com/en/price/hp-15-ef2126wm-ryzen-5-5500u-8gb-256gb-ssd-radeon-graphics-15-6-inch-w11-notebook,1,1,10777.0,egprices
2006,i51135g7,15.6,12.0,intel iris xe graphics,lenovo,256.0,0.0,https://www.egprices.com/en/price/lenovo-ideapad-l3-i5-1135g7-12gb-256gb-ssd-intel-iris-xe-graphics-15-6-inch-w11-notebook,1,1,14399.0,egprices
2007,ryzen 5 5500u,15.6,8.0,ryzen 5 5500u,hp,512.0,0.0,https://www.egprices.com/en/price/hp-255-g8-ryzen-5-5500u-8gb-512gb-ssd-radeon-graphics-15-6-inch-dos-notebook,1,1,11444.0,egprices
2008,i51035g1,15.6,8.0,intel uhd graphics,hp,0.0,1000.0,https://www.egprices.com/en/price/hp-250-g8-i5-1035g1-8gb-1tb-intel-uhd-graphics-15-6-inch-dos-notebook,1,1,11299.0,egprices
2009,i7 1165g,15.6,12.0,mx450 2gb,lenovo,512.0,0.0,https://www.egprices.com/en/price/lenovo-ideapad-3-i7-1165g7-12gb-512gb-ssd-nvidia-mx450-2gb-15-6-inch-dos-notebook,1,1,16000.0,egprices
2010, mobile workstation i710510u,14.0,16.0,intel uhd graphics,hp,512.0,0.0,https://www.egprices.com/en/price/hp-zbook-firefly-14-g7-mobile-workstation-i7-10510u,1,1,33190.0,egprices
2011,15ith6 i711800h,15.6,8.0,rtx 3050ti 4gb,lenovo,512.0,0.0,https://www.egprices.com/en/price/lenovo-legion-5-15ith6-i7-11800h-8gb-512gb-ssd-nvidia-rtx-3050ti-4gb-15-6-inch-dos-notebook,1,1,27449.0,egprices
2012,hg154t ryzen 9 5900hx,17.3,32.0,ryzen 9 5900hx,asus,0.0,1000.0,https://www.egprices.com/en/price/asus-rog-strix-g17-g713qr-hg154t-ryzen-9-5900hx-32gb-1tb-nvidia-rtx-3070-8gb-17-3-inch-w10-notebook,1,1,49199.0,egprices
2013,15ith6h i711800h,15.6,16.0,rtx 3060 6gb,lenovo,512.0,0.0,https://www.egprices.com/en/price/lenovo-legion-5-15ith6h-i7-11800h-16gb-512gb-ssd-rtx-3060-6gb-15-6-inch-dos-notebook,1,1,25999.0,egprices
2014,eg0053ne i51135g,15.6,8.0,mx350 2gb,hp,0.0,1000.0,https://www.egprices.com/en/price/hp-pavilion-15-eg0053ne-i5-1135g7-8gb-1tb-nvidia-mx350-2gb-15-6-inch-w10-notebook,1,1,17399.0,egprices
2015,9700 i710875h,17.0,16.0,rtx 2060 6gb,dell,512.0,0.0,https://www.egprices.com/en/price/dell-xps-17-9700-i7-10875h-16gb-512gb-ssd-rtx-2060-6gb-17-inch-w10-notebook,1,1,44000.0,egprices
2016,ryzen9 5900h,14.0,16.0,rtx 3050ti 4gb,asus,512.0,0.0,https://www.egprices.com/en/price/asus-rog-zephyrus-g14-ga401qe-hz104t-ryzen9-5900hs-16gb-512gb-ssd-nvidia-rtx-3050ti-4gb-14-inch-w10-notebook,1,1,33899.0,egprices
2017, stealth 11uh i911900h,15.6,32.0,rtx 3080,msi,0.0,1000.0,https://www.egprices.com/en/price/msi-gs66-stealth-11uh-i9-11900h-32gb-1tb-nvidia-rtx-3080-15-6-inch-w10-notebook,1,1,65900.0,egprices
2018,dk2110ne i711370h,15.6,16.0,rtx3050ti 4gb,hp,1000.0,0.0,https://www.egprices.com/en/price/hp-pavilion-gaming-15-dk2110ne-i7-11370h-16gb-1tb-ssd-nvidia-rtx3050ti-4gb-15-6-inch-w11-notebook,1,0,24999.0,egprices
2019,ec2047ne ryzen7 5800h,15.6,16.0,rtx3050ti 4gb,hp,256.0,1000.0,https://www.egprices.com/en/price/hp-pavilion-gaming-15-ec2047ne-ryzen7-5800h-16gb-1tb-256gb-ssd-nvidia-rtx3050ti-4gb-15-6-inch-w11-notebook,1,0,24009.0,egprices
2020,ryzen 75800h,15.6,16.0,geforce rtx 3070 8gb,hp,512.0,0.0,https://www.egprices.com/en/price/hp-omen-15z-en100-ryzen-7-5800h-16gb-512gb-ssd-nvidia-geforce-rtx-3070-8gb-15-6-inch-w10-notebook,1,1,36099.0,egprices
2021,5 r3 i7,15.6,32.0,rtx 2080 8gb,dell,0.0,1000.0,https://www.egprices.com/en/price/dell-alienware-m15-r3-i7-10875h-32gb-1tb-nvidia-rtx-2080-8gb-15-6-inch-w10-notebook,1,1,56899.0,egprices
2022,r5 ryzen7 5800h,15.6,16.0,rtx 3060 6gb,dell,0.0,1000.0,https://www.egprices.com/en/price/dell-alienware-m15-r5-ryzen7-5800h-16gb-1tb-nvidia-rtx-3060-6gb-15-6-inch-w11-notebook,1,1,49299.0,egprices
2023,r5 ryzen7 5800h,15.6,16.0,rtx 3060 6gb,dell,512.0,0.0,https://www.egprices.com/en/price/dell-alienware-m15-r5-ryzen7-5800h-16gb-512gb-ssd-nvidia-rtx-3060-6gb-15-6-inch-w11-notebook,1,1,44555.0,egprices
2024,r5 ryzen7 5800h,15.6,16.0,rtx 3050 4gb,dell,512.0,0.0,https://www.egprices.com/en/price/dell-alienware-m15-r5-ryzen7-5800h-16gb-512gb-ssd-nvidia-rtx-3050-4gb-15-6-inch-w11-notebook,1,1,38999.0,egprices
2025,ugs i912900h,15.6,32.0,rtx 3070ti 8gb,msi,1000.0,0.0,https://www.egprices.com/en/price/msi-vector-gp66-12ugs-i9-12900h-32gb-1tb-ssd-nvidia-rtx-3070ti-8gb-15-6-inch-w11-notebook,1,1,49999.0,egprices
2026,15itl5 i71165g,15.6,12.0,intel iris xe graphics,lenovo,512.0,0.0,https://www.egprices.com/en/price/lenovo-yoga-7-15itl5-i7-1165g7-12gb-512gb-ssd-intel-iris-xe-graphics-15-6-inch-w11-notebook,1,1,25399.0,egprices
2027,10 i71165g,15.6,16.0,mx350 2gb,dell,512.0,1000.0,https://www.egprices.com/en/price/dell-vostro-3510-i7-1165g7-16gb-1tb-512gb-ssd-nvidia-mx350-2gb-15-6-inch-dos-notebook,1,1,16777.0,egprices
2028,00 i51135g,15.6,16.0,mx350 2gb,dell,512.0,1000.0,https://www.egprices.com/en/price/dell-vostro-3500-i5-1135g7-16gb-1tb-512gb-ssd-nvidia-mx350-2gb-15-6-inch-dos-notebook,1,1,13549.0,egprices
2029,b0013dx i711800h,16.1,16.0,rtx 3060 6gb,hp,512.0,0.0,https://www.egprices.com/en/price/hp-omen-16-b0013dx-i7-11800h-16gb-512gb-ssd-nvidia-rtx-3060-6gb-16-1-inch-w11-notebook,1,1,33732.0,egprices
2030, 15ada6 ryzen 5 3500u,15.6,8.0,ryzen 5 3500u,lenovo,512.0,0.0,https://www.egprices.com/en/price/lenovo-ideapad-3-15ada6-ryzen-5-3500u-8gb-512gb-ssd-radeon-graphics-15-6-inch-dos-notebook,1,1,10999.0,egprices
2031,hhn129t i7,15.6,16.0,gtx 1650 4gb,asus,512.0,0.0,https://www.egprices.com/en/price/asus-tuf-gaming-f15-fx506lh-hn129t-i7-10870h-16gb-512gb-ssd-nvidia-gtx-1650-4gb-15-6-inch-dos-notebook,1,0,18800.0,egprices
2032,ryzen 7 4800h,15.6,16.0,ryzen 7 4800h,asus,512.0,0.0,https://www.egprices.com/en/price/asus-tuf-gaming-a15-fa506ic-hn017w,1,0,21500.0,egprices
2033, 14dy0144ne i31125g4,15.6,8.0,intel uhd graphics,hp,512.0,0.0,https://www.egprices.com/en/price/hp-pavilion-x360-14-dy0144ne-i3-1125g4-8gb-512gb-ssd-intel-uhd-graphics-15-6-inch-dos-notebook,1,1,10599.0,egprices
2034,20 i51135g,15.6,4.0,intel iris xe graphics,dell,0.0,1000.0,https://www.egprices.com/en/price/dell-latitude-3520-i5-1135g7-4gb-1tb-intel-iris-xe-graphics-15-6-inch-dos-notebook,1,1,13199.0,egprices
2035, 15dw3158nia i51135g7,15.6,8.0,mx350 2gb,hp,512.0,0.0,https://www.egprices.com/en/price/hp-15-dw3158nia-i5-1135g7-8gb-512gb-ssd-nvidia-mx350-2gb-15-6-inch-dos-notebook,1,1,12999.0,egprices
2036,i711370h,15.6,8.0,rtx 3050 ti 4gb,lenovo,256.0,1000.0,https://www.egprices.com/en/price/lenovo-ideapad-gaming-3-i7-11370h-8gb-1tb-256gb-ssd-nvidia-rtx-3050-ti-4gb-15-6-inch-w11-notebook,1,0,24899.0,egprices
2037,mbd0023dx i7,13.3,8.0,intel iris x graphics,hp,512.0,0.0,https://www.egprices.com/en/price/hp-envy-x360-convert-13m-bd0023dx-i7-1165g7-8gb-512gb-ssd-intel-iris-x-graphics-13-3-inch-w10-notebook,1,1,23199.0,egprices
2038, 15tdw100 i710510u,15.6,16.0,mx250 4gb,hp,128.0,1000.0,https://www.egprices.com/en/price/hp-15t-dw100-i7-10510u-16gb-1tb-128gb-ssd-nvidia-mx250-4gb-15-6-inch-w10-notebook,1,1,18955.0,egprices
2039,00 i78665u,15.6,8.0,radeon 540x 2gb,dell,0.0,1000.0,https://www.egprices.com/en/price/dell-latitude-5500-i7-8665u-8gb-1tb-radeon-540x-2gb-15-6-inch-15-6-inch-dos-notebook,1,1,16599.0,egprices
2040,i51135g7,13.3,8.0,intel iris xe graphics,dell,512.0,0.0,https://www.egprices.com/en/price/dell-inspiron-7306-2-in-1-i5-1135g7-8gb-512gb-ssd-intel-iris-xe-graphics-13-3-inch-w10-notebook,1,1,19799.0,egprices
2041,ryzen73750h,15.6,8.0,gtx 1650 4gb,asus,512.0,0.0,https://www.egprices.com/en/price/asus-tuf-gaming-fx505dt-hn536t-ryzen7-3750h-8gb-512gb-ssd-nvidia-gtx-1650-4gb-15-6-inch-dos-notebook,1,0,18888.0,egprices
2042,i7 1165g,15.6,8.0,mx450 2gb,lenovo,0.0,1000.0,https://www.egprices.com/en/price/lenovo-ideapad-3-i7-1165g7-8gb-1tb-nvidia-mx450-2gb-15-6-inch-dos-notebook,1,1,15999.0,egprices
2043,i51155g7,14.1,8.0,intel iris xe graphics,dell,512.0,0.0,https://www.egprices.com/en/price/dell-inspiron-14-2-in-1-5410-i5-1155g7-8gb-512gb-ssd-intel-iris-xe-graphics-14-1-inch-w11-notebook,1,1,20200.0,egprices
2044,dk2075ne i711370h,15.6,16.0,rtx 3050 4gb,hp,256.0,1000.0,https://www.egprices.com/en/price/hp-pavilion-gaming-15-dk2075ne-i7-11370h-16gb-1tb-256gb-ssd-nvidia-rtx-3050-4gb-15-6-inch-dos-notebook,1,0,21999.0,egprices
2045,i511400h,15.6,16.0,rtx 3050ti 4gb,lenovo,512.0,0.0,https://www.egprices.com/en/price/lenovo-legion-5-i5-11400h-16gb-512-ssd-nvidia-rtx-3050ti-4gb-15-6-inch-dos-notebook,1,1,20299.0,egprices
2046,ryzen 5 5600h,15.6,16.0,ryzen 5 5600h,lenovo,512.0,0.0,https://www.egprices.com/en/price/lenovo-ideapad-gaming-3-ryzen-5-5600h-16gb-512gb-ssd-nvidia-rtx-3060-6gb-15-6-inch-dos-notebook,1,0,17299.0,egprices
2047,dk2085ne i511300h,15.6,8.0,gtx 1650 4gb,hp,256.0,1000.0,https://www.egprices.com/en/price/hp-pavilion-gaming-15-dk2085ne-i5-11300h-8gb-1tb-256gb-ssd-gtx-1650-4gb-15-6-inch-dos-notebook,1,0,16499.0,egprices
2048, b1500ceaeej0605r i51135g7,15.6,8.0,intel iris xe graphics,asus,512.0,0.0,https://www.egprices.com/en/price/asus-expertbook-b1-b1500ceae-ej0605r-i5-1135g7-8gb-512gb-ssd-intel-iris-xe-graphics-15-6-inch-w10-notebook,1,1,14299.0,egprices
2049,ryzen 95900h,15.6,16.0,ryzen 9,asus,0.0,1000.0,https://www.egprices.com/en/price/asus-rog-strix-scar-15-g533qs-hf242t-ryzen-9-5900hx-16gb-1tb-rtx-3080-8gb-15-6-inch-w10-notebook,1,1,53000.0,egprices
2050,1135g7,15.6,8.0,mx330 2gb,asus,512.0,0.0,https://www.egprices.com/en/price/asus-vivobook-k513ep-oled005t-i5-1135g7-8gb-512gb-ssd-nvidia-mx330-2gb-15-6-inch-w10-notebook,1,1,15599.0,egprices
2051,i710750h,15.6,16.0,quadro p620 4gb,lenovo,512.0,0.0,https://www.egprices.com/en/price/lenovo-thinkpad-p15v-gen-1-i7-10750h-16gb-512gb-ssd-nvidia-quadro-p620-4gb-15-6-inch-w10-notebook,1,1,37499.0,egprices
2052, raider 11uh i911980hk,17.3,64.0,rtx 3080 64gb,msi,0.0,2000.0,https://www.egprices.com/en/price/msi-ge76-raider-11uh-i9-11980hk-64gb-2tb-nvidia-rtx-3080-64gb-17-3-inch-w10-notebook,1,1,73549.0,egprices
2053,intel i51035g,15.6,8.0,intel i5,hp,0.0,1000.0,https://www.egprices.com/en/price/hp-250-g7-intel-i5-1035g1-8gb-1tb-nvidia-mx110-2gb-15-6-inch-dos-notebook,1,1,13599.0,egprices
2054,mbd1033dx i7,13.3,8.0,intel iris xe graphics,hp,512.0,0.0,https://www.egprices.com/en/price/hp-envy-x360-convert-13m-bd1033dx,1,1,22199.0,egprices
2055,00 i78665u,14.0,8.0,intel hd graphics,dell,256.0,0.0,https://www.egprices.com/en/price/dell-latitude-7400-i7-8665u-8gb-256gb-ssd-intel-hd-graphics-14-inch-w10-notebook,1,1,31099.0,egprices
2056,00 i71165g,15.6,16.0,mx330 2gb,dell,512.0,1000.0,https://www.egprices.com/en/price/dell-vostro-3500-i7-1165g7-16gb-1tb-512gb-ssd-nvidia-mx330-2gb-15-6-inch-dos-notebook,1,1,17399.0,egprices
2057,00 i51135g,15.6,8.0,intel uhd graphics,dell,512.0,0.0,https://www.egprices.com/en/price/dell-vostro-3500-i5-1135g7-8gb-512gb-ssd-intel-uhd-graphics-15-6-inch-dos-notebook,1,1,12899.0,egprices
2058,10 i71165g,15.6,16.0,mx350 2gb,dell,256.0,1000.0,https://www.egprices.com/en/price/dell-vostro-3510-i7-1165g7-16gb-1tb-256gb-ssd-nvidia-mx350-2gb-15-6-inch-dos-notebook,1,1,19199.0,egprices
2059,ba1021ne i51135g,13.3,8.0,mx450 2gb,hp,512.0,0.0,https://www.egprices.com/en/price/hp-envy-laptop-13-ba1021ne-notebook,1,1,18399.0,egprices
2060, 5515 ryzen 7 5800h,15.6,16.0,ryzen 7 5800h,dell,512.0,0.0,https://www.egprices.com/en/price/dell-inspiron-15-5515-ryzen-7-5800h-16gb-512gb-ssd-nvidia-rtx-3050ti-15-6-inch-w11-notebook,1,1,21999.0,egprices
2061,00 i31115g,15.6,8.0,intel uhd graphics,dell,128.0,1000.0,https://www.egprices.com/en/price/dell-vostro-3500-i3-1115g4-8gb-1tb-128gb-ssd-intel-uhd-graphics-15-6-inch-dos-notebook,1,1,10999.0,egprices
2062,10 i71165g,15.6,8.0,mx350 2gb,dell,512.0,0.0,https://www.egprices.com/en/price/dell-vostro-3510-i7-1165g7-8gb-512gb-ssd-nvidia-mx350-2gb-15-6-inch-dos-notebook,1,1,16299.0,egprices
2063,1165g7,12.3,8.0,intel iris xe graphics,microsoft,256.0,0.0,https://www.egprices.com/en/price/microsoft-surface-pro-7-plus-i7--1165g7-8gb-256gb-ssd-intel-iris-xe-graphics-12-3-inch-w10-notebook,1,1,39999.0,egprices
2064,t3 i711800h,15.6,16.0,rtx 30500 4gb,acer,0.0,1000.0,https://www.egprices.com/en/price/acer-nitro-5-an515-57-72t3-i7-11800h-16gb-1tb-nvidia-rtx-30500-4gb-15-6-inch-w10-notebook,1,1,24499.0,egprices
2065,2r i71165g,15.6,12.0,mx450 2gb,acer,0.0,1000.0,https://www.egprices.com/en/price/acer-aspire-5-a515-56g-702r-i7-1165g7-12gb-1tb-nvidia-mx450-2gb-15-6-inch-w10-notebook,1,1,15999.0,egprices
2066,u6 i3 1005g,15.6,4.0,intel uhd graphics,acer,256.0,0.0,https://www.egprices.com/en/price/acer-aspire-3-a315-65-38u6-i3-1005g1-4gb-256gb-ssd-intel-uhd-graphics-15-6-inch-w10-notebook,1,1,7799.0,egprices
2067, intel core i510300h,15.6,8.0,gtx1650 4gb,dell,512.0,0.0,https://www.egprices.com/en/price/dell-g3-3500-gaming-intel-core-i5-10300h-8gb-512gb-ssd-nvidia-gtx1650-4gb-15-6-inch-ubuntu-notebook,1,0,16199.0,egprices
2068,ryzen 5 3500u,15.6,8.0,ryzen 5 3500u,hp,0.0,1000.0,https://www.egprices.com/en/price/hp-255-g8-ryzen-5-3500u-8gb-1tb-radeon-graphics-15-6-inch-dos-notebook,1,1,9875.0,egprices
